scene_id,qx,qy,qz,qw,x,y,z,width,label
f09e27212c394fd0a4d182d123e6ef90,0.18620091194919824,-0.717185303842555,-0.6201601523869209,0.25763510190379785,0.1747263525326256,0.05862538405697361,0.0712364553603868,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.04190489856674298,-0.8487350768756406,-0.5226650013707329,0.06865890400482072,0.07552453099103301,0.1207134233066595,0.08616592164415138,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.05375721405461898,-0.6802451191451468,0.7293233863889141,-0.04964008342557086,0.024974328669921487,0.20880644911923846,0.07329363665203098,0.08,0
f09e27212c394fd0a4d182d123e6ef90,-1.190907905199325e-05,-0.9999810860773486,0.0020543245912275823,0.005797162772783914,0.17123721105913445,0.10374546818971254,0.09696723959471706,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.18773409999811422,-0.7019762938369415,-0.6418300736924293,0.24502927803187288,0.16508372021157228,0.0608718146576384,0.06981493101353406,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.22303377003205185,0.6626553802304564,0.6913449472248867,0.18217010847978796,0.15675999489240405,0.13995201077819072,0.08088170236510041,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.16494053378834653,-0.7666031346415962,0.5630137939715433,-0.26101670840975466,0.1368303226027712,0.1653749670814272,0.10030588735532805,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.20939875081670228,-0.7211489077535435,0.5276633396228331,-0.3970740686828526,0.1104085762294443,0.08444735459794288,0.057190647195287096,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.41889030848799785,-0.5489337391891718,0.6870733395241658,-0.2261258179636613,0.09186199415625594,0.09482623580519532,0.05992930555172524,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.005420748442935871,-0.8864492958396654,0.4626773836895486,-0.010387493146770344,0.08497777559766952,0.21504400574322924,0.11478687559651839,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.44895346716527135,-0.7444798323347467,-0.30062358469183526,-0.392193860092353,0.14666061459396923,0.06435301890391049,0.11594614571827425,0.05136545345338016,1
f09e27212c394fd0a4d182d123e6ef90,0.18681729061806404,-0.7015761906667712,0.3998576689954027,-0.5594675979546905,0.152267447941826,0.17260252088010458,0.05934337449452554,0.08,0
f09e27212c394fd0a4d182d123e6ef90,-0.18457482836613606,-0.712280672744862,-0.6301866801183263,-0.24789740653984393,0.16057978690922398,0.12657987669203047,0.07096561303218044,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.22930362745106084,-0.6701947917477341,-0.616016895705377,0.34464760518173776,0.21632419284782126,0.1289802049356086,0.0688322070094952,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.1562154792673327,-0.7836466066482463,-0.5424150364877405,0.2593851347282058,0.17328084753293874,0.029319976000587236,0.1023632718011378,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.0062599149995107885,-0.986189325413329,0.16098533402029216,-0.03840768328572948,0.05945796064343658,0.16355556547754688,0.11408069880027918,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.0005645095475489182,-0.8560236179410484,-0.5169355598084258,0.000934805668730604,0.19635845776178582,0.09230116251710004,0.07813928071517413,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.017558694266952935,-0.9365629910887259,-0.3468139341424595,0.04755576792786311,0.08328727808307913,0.1071509776021151,0.12257742803757905,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.910719649438305,-0.28824860765797616,-0.1135843380155601,-0.2731319433310138,0.09295171570667503,0.11936749879729948,0.1178762320750283,0.05021719690771852,1
f09e27212c394fd0a4d182d123e6ef90,0.014141253176082391,-0.9391362851747409,0.34102874290509705,-0.03901870499346299,0.046372572613676555,0.17958078627198695,0.11102167279290864,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.0009762658808458684,-0.9978969115742062,0.06293711989464398,-0.015482884581306576,0.027195018250744885,0.15106234442573102,0.14345154285932987,0.08,0
f09e27212c394fd0a4d182d123e6ef90,-0.1352464896404537,-0.7863477271032302,-0.5664241891486947,-0.20622627637321644,0.17337409754126282,0.09421540805464487,0.06503451339869382,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.0027926286158200518,-0.9783962947822641,-0.20629445872091018,0.013247183957273775,0.0576821512942117,0.11740058241045201,0.1399785349072648,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.30898505357754247,-0.9510186228801277,0.008298601938080272,0.004790491283977465,0.13141296524117446,0.08451686233861055,0.13264925784031284,0.03098224928067978,1
f09e27212c394fd0a4d182d123e6ef90,0.0014606068820272274,-0.9979454558433783,0.05910916656343763,-0.024674687784526358,0.022730341004220004,0.14403792392465267,0.09617199504842151,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.16529586135515145,-0.70280296322379,0.3454997901199604,-0.5994790806440056,0.13586299967864376,0.11763505499394326,0.06395482576847808,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.0048401943292874635,-0.9802471582073591,0.19623133975342405,-0.02419385549737611,0.07161075983013157,0.17542264886971484,0.132132558529389,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.3090296597636362,-0.9510316144460707,0.00552426931239711,-0.003003357960001747,0.148654005137511,0.11134099210937963,0.10869172788112438,0.04013798848880248,1
f09e27212c394fd0a4d182d123e6ef90,0.0192910884394829,-0.8450570182846124,0.5334502484405933,-0.030615718077641955,0.018186696046887652,0.20188623819243032,0.0991434274613135,0.08,0
f09e27212c394fd0a4d182d123e6ef90,-0.15379390653346647,-0.7252783329996418,-0.6424561555327648,-0.1938268872280003,0.15868311332075624,0.05759984528622233,0.08739578849629855,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.003067497485200222,-0.9850355282531775,-0.17141962043120842,0.01763270453964123,0.04403016517053255,0.13860720337194096,0.10039199693323839,0.08,0
f09e27212c394fd0a4d182d123e6ef90,-0.10990444544850494,-0.7932070789998686,-0.5771586696227895,-0.1600981348248768,0.16373709334575517,0.14828881691809195,0.0955024042906572,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.0006965587094440717,-0.9965715384048848,-0.08230147533171372,0.008435093687027419,0.033967669071054835,0.1406922511703893,0.1064332436863841,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.16478985694566942,-0.7127021330259926,-0.6502029827192949,0.20527068444119959,0.14620953582834342,0.038265982259742114,0.07832178199312982,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.0011052600659732376,-0.9959602850689693,-0.08893043573445666,0.012380087463496382,0.06394423805793474,0.14420076321097341,0.10143830737205892,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.1752649174453207,-0.7422825944300214,0.5930077362300448,-0.2581483749521559,0.12074698516124609,0.09708868742861772,0.06027122938227331,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.8090104330346636,-0.5877792677805009,-0.0026556007584819345,-0.0032556709133523716,0.1737576193350057,0.1786138739448697,0.11105890761260347,0.039095465652023986,1
f09e27212c394fd0a4d182d123e6ef90,-1.4792567486686635e-06,-0.9999970678259917,0.0006328420795447245,0.0023374875684895463,0.1687347181218454,0.12374586266940327,0.09483591137158572,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.14741203392775318,-0.7883782242764373,0.33588950758901504,-0.493870131139375,0.14496214506504282,0.14327239998499142,0.09748655578021992,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.18875444137422903,-0.7472526582120985,0.5521166712659072,-0.3180446619056981,0.08431556312074814,0.12433653635128934,0.09842045641302388,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.9241195453333603,-0.29458670917624563,-0.09546476536676725,-0.22384864369265625,0.08258573501421568,0.12677278140803228,0.1176779748704368,0.06514781352753879,1
f09e27212c394fd0a4d182d123e6ef90,0.5971161427098447,-0.33407133849556825,0.711562460236374,-0.1597733334867079,0.1123216135676837,0.07386707093187099,0.061223799680007296,0.08,0
f09e27212c394fd0a4d182d123e6ef90,-0.06321374842261232,-0.7262554575303094,-0.6810743959976003,-0.06851787747958739,0.17529854701672498,0.1297031341781868,0.06991925301875246,0.08,0
f09e27212c394fd0a4d182d123e6ef90,-0.16556973844732614,-0.7417871221917288,0.6069493123641538,0.23227367324274653,0.20997391775641197,0.23486575786543962,0.09603309219881948,0.08,0
f09e27212c394fd0a4d182d123e6ef90,0.02821189154254116,-0.8469773770110466,0.5289389034772674,-0.045354695405717946,0.08667113646731507,0.18925466168606386,0.08975330047081433,0.08,0
